#L=%d, T=%.2f 
# E     M 
-33.60 1.20 
-38.40 14.00 
-34.40 10.40 
-40.00 -3.60 
-33.60 -2.80 
-28.80 4.00 
-35.20 15.60 
-40.00 6.40 
-41.60 0.80 
-43.20 -9.60 
-34.40 -4.80 
-38.40 -2.00 
-41.60 -9.20 
-38.40 -4.00 
-28.80 -8.00 
-27.20 12.80 
-34.40 -9.60 
-36.00 -5.20 
-28.00 -4.40 
-34.40 0.00 
-25.60 -2.80 
-38.40 0.80 
-35.20 -2.80 
-35.20 -11.20 
-36.80 -5.20 
-32.80 -8.80 
-42.40 -2.80 
-39.20 11.20 
-37.60 14.00 
-44.80 1.20 
-44.00 2.80 
-30.40 14.40 
-38.40 -2.80 
-32.80 6.00 
-28.00 -4.00 
-36.80 12.80 
-40.00 -5.60 
-42.40 -19.60 
-37.60 -13.20 
-35.20 0.00 
-35.20 -8.00 
-34.40 5.60 
-35.20 2.40 
-37.60 5.20 
-38.40 4.00 
-25.60 2.80 
-37.60 5.60 
-39.20 9.20 
-35.20 1.20 
-32.00 -4.00 
-44.80 -8.80 
-39.20 -8.80 
-42.40 4.00 
-36.80 -4.00 
-28.00 -2.40 
-31.20 -8.40 
-38.40 14.80 
-33.60 -8.40 
-32.80 -1.20 
-42.40 -6.80 
-43.20 -6.40 
-38.40 -8.00 
-30.40 2.40 
-41.60 -0.40 
-39.20 2.00 
-43.20 -16.40 
-45.60 13.60 
-32.80 -6.40 
-37.60 -5.60 
-19.20 -7.60 
-35.20 8.80 
-52.00 -19.60 
-32.80 10.40 
-37.60 4.80 
-28.80 -8.40 
-30.40 12.00 
-28.00 2.00 
-36.80 0.80 
-34.40 -10.80 
-40.00 4.80 
-30.40 7.60 
-36.80 -1.20 
-36.00 -8.00 
-30.40 2.40 
-34.40 2.40 
-27.20 -1.60 
-36.80 -0.80 
-40.00 -22.00 
-23.20 -0.80 
-39.20 -6.40 
-38.40 6.40 
-28.00 4.00 
-36.80 5.20 
-37.60 6.80 
-45.60 9.20 
-32.00 -6.80 
-42.40 -2.40 
-28.80 6.40 
-32.80 6.40 
-44.00 -4.40 
-35.20 2.00 
-31.20 -6.00 
-35.20 17.20 
-40.80 2.00 
-32.00 6.80 
-48.00 2.40 
-38.40 -12.00 
-44.00 3.20 
-37.60 11.60 
-33.60 -10.80 
-36.00 -7.60 
-37.60 -8.00 
-28.80 -15.60 
-50.40 8.40 
-32.80 0.80 
-42.40 -4.40 
-32.80 -8.40 
-31.20 0.40 
-51.20 -0.40 
-28.00 4.40 
-30.40 7.60 
-35.20 -2.00 
-30.40 -6.00 
-37.60 2.00 
-36.80 -8.40 
-36.00 -4.00 
-41.60 7.20 
-24.80 -0.80 
-25.60 -4.40 
-37.60 -5.60 
-31.20 -1.20 
-32.00 3.20 
-42.40 12.40 
-37.60 2.40 
-42.40 9.20 
