#L=%d, T=%.2f 
# E     M 
-137.60 -6.40 
-162.40 -24.40 
-136.00 -22.80 
-161.60 -42.80 
-140.00 -25.20 
-141.60 -29.60 
-149.60 -25.20 
-133.60 -20.00 
-140.00 -6.00 
-127.20 8.00 
-148.80 -12.40 
-150.40 -10.80 
-121.60 -17.20 
-139.20 -17.60 
-132.80 -1.20 
-147.20 -34.80 
-127.20 -14.00 
-155.20 -7.60 
-142.40 -7.20 
-128.00 -28.80 
-130.40 -39.60 
-140.80 -31.20 
-158.40 -27.60 
-141.60 -22.40 
-136.80 -38.80 
-124.80 -17.60 
-193.60 -42.80 
-159.20 -41.60 
-157.60 -25.20 
-127.20 -24.00 
-148.80 -42.80 
-159.20 -17.60 
-145.60 -31.60 
-146.40 -12.00 
-139.20 -18.00 
-161.60 -57.60 
-136.00 -25.20 
-161.60 -18.00 
-121.60 -30.40 
-158.40 -41.20 
-153.60 -50.80 
-148.00 -6.40 
-149.60 -38.40 
-161.60 -27.20 
-143.20 -8.40 
-132.80 5.20 
-127.20 8.40 
-132.00 16.80 
-132.80 -26.80 
-174.40 -15.60 
-163.20 -8.80 
-144.00 0.40 
-141.60 -34.00 
-144.00 -30.40 
-141.60 -14.80 
-142.40 -31.20 
-153.60 -16.80 
-135.20 6.00 
-144.80 6.00 
-168.80 -34.00 
-172.80 -28.00 
-123.20 10.40 
-148.80 -7.20 
-144.80 -12.40 
-134.40 -13.20 
-146.40 -22.80 
-153.60 -44.40 
-145.60 -14.40 
-120.00 -7.20 
-136.80 -15.60 
-155.20 -49.60 
-148.80 -32.80 
-148.80 -35.60 
-144.80 -8.80 
-127.20 -21.20 
-141.60 -2.80 
-148.00 -14.80 
-154.40 -26.40 
-145.60 -42.80 
-162.40 -25.60 
-164.80 -46.80 
-152.80 -20.40 
-149.60 -15.20 
-156.00 10.00 
-128.80 -34.80 
-128.80 -31.20 
-132.80 -34.40 
-160.80 -4.80 
-142.40 -38.40 
-135.20 10.80 
-133.60 1.60 
-128.00 -13.60 
-129.60 -33.20 
-123.20 2.80 
-139.20 18.40 
-144.80 -25.20 
-136.80 -28.80 
-144.00 -42.00 
-134.40 -16.80 
-136.00 -23.60 
-126.40 7.20 
-160.00 -11.20 
-140.80 -8.00 
-141.60 3.20 
-129.60 -21.60 
-153.60 -25.60 
-145.60 -36.00 
-140.00 -9.20 
-158.40 -30.40 
-156.80 -33.20 
-153.60 -37.60 
-130.40 -16.80 
-150.40 32.40 
-129.60 -22.00 
-142.40 -27.20 
-137.60 -8.00 
-136.00 13.20 
-147.20 -41.20 
-145.60 -12.40 
-149.60 -36.40 
-140.80 -18.80 
-143.20 -11.20 
-164.00 -47.60 
-149.60 -34.80 
-156.00 -36.80 
-171.20 -46.00 
-135.20 -34.40 
-171.20 -39.60 
-128.00 -15.60 
-144.80 -31.60 
-172.00 -59.60 
-133.60 -33.20 
-151.20 -17.20 
-139.20 -35.60 
-160.00 -27.60 
-144.00 -12.80 
-156.80 -45.60 
-155.20 -26.40 
-144.00 -48.00 
-149.60 10.00 
-156.00 -11.20 
-132.00 -4.00 
-137.60 -6.00 
-124.00 6.40 
-132.80 4.40 
-139.20 -41.60 
-121.60 4.80 
-140.80 -15.20 
-161.60 -46.40 
-145.60 8.00 
-144.00 4.80 
-116.80 0.40 
-139.20 -8.80 
-131.20 -14.40 
-123.20 2.40 
-148.00 -46.80 
-140.80 -30.00 
-148.00 -15.60 
-146.40 -28.00 
-140.00 -15.20 
-139.20 -55.20 
-149.60 -16.80 
-131.20 -18.00 
-145.60 -24.40 
-122.40 -10.00 
-154.40 -46.00 
-132.80 0.00 
-154.40 -21.60 
-148.00 -6.80 
-149.60 -38.80 
-117.60 -20.80 
-144.00 -21.20 
-143.20 9.60 
-157.60 -23.20 
-149.60 -12.80 
-165.60 -51.60 
-148.80 -16.80 
-147.20 -10.80 
-134.40 -4.00 
-141.60 -15.20 
-134.40 -22.00 
-144.80 2.00 
-140.00 -1.20 
-152.80 -44.00 
-143.20 -31.60 
-164.00 -37.60 
-160.00 -9.60 
-149.60 -19.20 
-147.20 -36.40 
-172.00 -48.40 
-181.60 -71.20 
-144.80 -12.00 
-147.20 -24.40 
-150.40 13.20 
-144.00 5.20 
-134.40 -31.60 
-157.60 -26.80 
-144.00 -28.40 
-149.60 -34.00 
-138.40 -17.20 
-141.60 -18.40 
-135.20 -15.60 
-144.80 0.00 
-140.80 -43.20 
-160.00 -44.80 
-143.20 -38.80 
-148.80 -42.40 
-161.60 -17.20 
-141.60 -28.00 
-154.40 -32.80 
-119.20 -16.00 
-124.80 -4.00 
-140.80 -3.20 
-146.40 -30.40 
-164.80 -48.80 
-157.60 -42.80 
-159.20 -3.20 
-136.00 14.00 
-169.60 -38.00 
-170.40 -30.00 
-160.80 -37.60 
-152.00 -6.00 
-140.80 -26.00 
-139.20 0.00 
-168.00 -39.20 
-144.80 -40.40 
-136.80 -33.20 
-148.80 -11.20 
-173.60 -48.80 
-138.40 -38.00 
-117.60 0.80 
-146.40 -8.00 
-143.20 -28.40 
-159.20 -49.20 
-120.80 -10.00 
-136.80 -39.20 
-145.60 -6.00 
-140.00 -11.20 
-167.20 -33.20 
-148.80 -24.80 
-153.60 -35.60 
-162.40 -22.00 
-137.60 -24.80 
-169.60 -54.40 
-185.60 -44.40 
-148.00 -3.60 
-140.00 -42.80 
-148.00 -5.20 
-152.80 -25.60 
-164.00 -18.00 
-140.00 -36.40 
-151.20 -24.40 
-144.80 -16.00 
-148.00 0.40 
-138.40 7.20 
-148.00 -5.20 
-133.60 -4.00 
-146.40 -10.00 
-141.60 -28.00 
-145.60 -26.40 
-143.20 -10.00 
-136.00 -10.40 
-140.00 17.60 
-143.20 -37.20 
-150.40 -39.60 
-140.80 -12.00 
-145.60 -16.40 
-164.00 -31.20 
-140.80 -26.80 
-137.60 11.20 
-126.40 -20.40 
-144.00 -18.40 
-128.00 -9.60 
-145.60 -19.60 
-168.00 -38.80 
-145.60 -15.20 
-145.60 -39.20 
-139.20 -33.20 
-125.60 -24.00 
-158.40 -42.00 
-130.40 -5.60 
-174.40 -64.00 
-146.40 -2.80 
-164.00 -26.80 
-125.60 -18.80 
-134.40 -14.80 
-146.40 -10.80 
-145.60 -18.00 
-167.20 -29.20 
-172.80 -48.00 
-158.40 -64.80 
-130.40 -4.40 
-148.00 -18.40 
-146.40 -31.60 
-135.20 -30.40 
-132.80 3.60 
-144.80 -44.40 
-120.80 11.60 
-173.60 -39.20 
-128.00 -15.60 
-151.20 -18.80 
-132.00 -2.80 
-172.80 -57.20 
-139.20 -13.20 
-132.00 -41.20 
-156.80 -6.40 
-117.60 -6.00 
-149.60 -50.00 
-136.80 -8.80 
-148.00 -38.00 
-117.60 -12.00 
-147.20 -23.60 
-149.60 -28.00 
-138.40 -21.60 
-161.60 -36.00 
-168.00 -39.20 
-108.00 13.20 
-136.00 -40.80 
-136.80 -21.20 
-165.60 -24.80 
-147.20 4.00 
-144.00 -25.20 
-144.80 -36.40 
-136.80 -24.40 
-132.00 -25.60 
-132.00 -39.60 
-130.40 -9.20 
-156.00 -57.60 
-110.40 2.00 
-178.40 -50.40 
-126.40 -26.00 
-129.60 -7.60 
-120.80 -26.40 
-128.00 -6.40 
-137.60 10.00 
-143.20 -34.80 
-140.80 -31.20 
-136.00 -23.20 
-154.40 -46.00 
-144.80 -34.80 
-132.80 -27.20 
-124.00 -15.60 
-161.60 -20.40 
-135.20 -15.60 
-154.40 -17.20 
-136.80 -22.40 
-144.80 -34.40 
-135.20 -18.00 
-140.80 -15.20 
-140.80 0.00 
-152.00 -30.80 
-140.00 -45.20 
-153.60 -16.00 
-180.80 -36.80 
-133.60 12.00 
-129.60 5.60 
-148.80 -13.60 
-131.20 4.00 
-155.20 -0.80 
-135.20 -37.60 
-165.60 -28.00 
-144.80 10.40 
-134.40 -34.40 
-152.80 -37.20 
-164.00 -56.80 
-143.20 -14.00 
-149.60 -45.20 
-166.40 -34.80 
-121.60 3.20 
-114.40 4.40 
-140.00 -32.00 
-163.20 -52.00 
-149.60 -0.80 
-154.40 -40.80 
-151.20 -47.60 
-143.20 -26.40 
-160.00 -36.00 
-136.00 -41.20 
-137.60 -6.80 
-125.60 6.00 
-137.60 -9.60 
-132.00 -8.00 
-160.80 -16.40 
-134.40 -14.40 
-136.80 -6.80 
-144.80 19.20 
-127.20 -25.20 
-148.80 2.40 
-140.00 -23.60 
-134.40 -4.00 
-156.00 -14.40 
-126.40 -20.00 
-167.20 -35.20 
-136.00 4.40 
-135.20 -31.60 
-142.40 -36.40 
-139.20 -23.20 
-150.40 -22.00 
-144.80 22.80 
-142.40 -11.20 
-168.00 -51.60 
-134.40 -2.80 
-147.20 -23.60 
-144.00 -18.80 
-156.80 -48.40 
-140.80 -34.80 
-129.60 4.80 
-140.00 -13.20 
-156.00 -35.60 
-159.20 -29.20 
-138.40 -23.20 
-164.00 -52.80 
-149.60 -40.40 
-157.60 -19.60 
-152.00 11.20 
-144.80 -7.20 
-147.20 -26.80 
-137.60 -50.40 
-150.40 -14.40 
-141.60 -44.80 
-144.80 -17.60 
-125.60 3.60 
-156.00 -54.00 
-140.80 -19.60 
-135.20 -34.40 
-156.00 -18.40 
-146.40 -43.20 
-136.00 -36.00 
-162.40 -35.20 
-141.60 -28.00 
-129.60 -20.00 
-148.80 -50.00 
-154.40 -49.20 
-150.40 -14.00 
-164.00 -39.60 
-123.20 -7.20 
-179.20 -48.80 
-127.20 -2.80 
-142.40 -43.20 
-141.60 -27.60 
-168.00 -22.80 
-145.60 -8.80 
-154.40 -48.00 
-155.20 -23.60 
-140.00 -24.00 
-147.20 -46.80 
-166.40 -19.60 
-172.00 -14.80 
-152.00 -30.40 
-156.00 -18.40 
-136.00 -16.80 
-152.00 -46.40 
-144.00 -7.60 
-140.00 -6.80 
-143.20 -16.40 
-152.00 -46.00 
