#L=%d, T=%.2f 
# E     M 
-30.40 -2.40 
-37.60 5.20 
-29.60 -9.60 
-37.60 -5.60 
-50.40 -4.80 
-43.20 5.60 
-28.80 1.60 
-27.20 1.20 
-41.60 -5.60 
-36.80 -4.40 
-24.80 6.80 
-28.80 -2.80 
-40.00 0.40 
-31.20 -1.60 
-48.00 10.40 
-32.80 -4.00 
-25.60 2.40 
-32.80 -10.40 
-26.40 -5.60 
-38.40 10.00 
-23.20 0.40 
-28.00 0.00 
-44.00 -8.00 
-42.40 -3.60 
-38.40 8.00 
-32.00 0.80 
-22.40 -2.40 
-38.40 -2.40 
-33.60 -4.00 
-30.40 4.00 
-44.80 7.60 
-49.60 7.60 
-30.40 -3.20 
-38.40 -2.40 
-37.60 -4.80 
-48.00 -0.80 
-35.20 -13.60 
-31.20 0.80 
-40.00 4.40 
-45.60 -6.80 
-44.80 -12.00 
-40.80 6.80 
-35.20 5.20 
-39.20 1.20 
-36.80 -4.00 
-33.60 -1.20 
-44.80 -6.40 
-36.80 -13.20 
-28.80 11.20 
-40.80 -8.00 
-33.60 3.20 
-34.40 0.40 
-35.20 -6.00 
-40.00 -10.00 
-56.00 12.40 
-32.80 7.60 
-39.20 -8.80 
-50.40 5.20 
-35.20 5.60 
-28.00 11.60 
-43.20 -14.40 
-40.00 0.40 
-36.00 -0.40 
-36.80 0.00 
-36.80 -7.20 
-35.20 2.80 
-36.80 -4.00 
-43.20 -7.20 
-26.40 2.80 
-35.20 8.00 
-26.40 -1.20 
-35.20 -4.00 
-28.80 -2.40 
-29.60 4.80 
-38.40 19.60 
-37.60 0.40 
-32.00 -3.60 
-35.20 12.00 
-26.40 3.20 
-40.80 10.80 
-38.40 12.80 
-42.40 -6.80 
-35.20 -2.40 
-45.60 -7.20 
-38.40 4.40 
-48.00 -2.40 
-33.60 9.60 
-37.60 -20.00 
-29.60 13.20 
-30.40 8.00 
-28.00 -3.60 
-38.40 10.40 
-39.20 -7.20 
-34.40 -2.80 
-36.80 0.40 
-40.00 -5.20 
-42.40 11.60 
-36.00 10.80 
-38.40 3.60 
-32.00 -5.20 
-49.60 0.80 
-40.00 -6.80 
-40.80 3.60 
-32.80 -3.20 
-23.20 -4.40 
-38.40 -4.40 
-40.00 14.80 
-25.60 -1.20 
-33.60 12.80 
-34.40 -5.60 
-38.40 7.60 
-37.60 -3.20 
-34.40 6.40 
-43.20 -6.80 
-37.60 -4.80 
-37.60 2.40 
-35.20 -4.00 
-42.40 6.40 
-32.00 -19.20 
-28.80 -11.20 
-28.00 -5.60 
-42.40 -0.40 
-27.20 -6.00 
-34.40 -3.60 
-36.00 0.40 
-34.40 13.60 
-33.60 -4.40 
-33.60 4.40 
-35.20 6.40 
-30.40 -11.20 
-40.00 -11.20 
-38.40 -7.60 
-34.40 6.80 
-36.80 -16.80 
-36.00 2.40 
