#L=%d, T=%.2f 
# E     M 
-12.80 -3.60 
-17.60 4.00 
-17.60 -4.80 
-18.40 -0.40 
-13.60 2.80 
-17.60 -8.00 
-20.80 -0.40 
-19.20 -5.20 
-12.80 1.60 
-14.40 6.40 
-16.80 4.80 
-26.40 -11.20 
-23.20 10.00 
-21.60 -12.40 
-23.20 3.20 
-20.80 -3.20 
-20.80 -7.20 
-18.40 -6.40 
-18.40 6.80 
-26.40 -6.40 
-18.40 -2.40 
-17.60 -0.40 
-20.00 0.80 
-16.80 -0.80 
-16.00 -4.80 
-17.60 -9.20 
-21.60 -2.80 
-22.40 9.60 
-13.60 -3.20 
-22.40 4.00 
-14.40 0.40 
-12.00 0.40 
-24.80 1.20 
-12.80 2.00 
-17.60 1.60 
-18.40 0.00 
-17.60 1.20 
-14.40 -4.40 
-28.00 6.80 
-22.40 -8.80 
-15.20 -1.60 
-14.40 -6.00 
-18.40 2.40 
-16.80 2.80 
-10.40 2.80 
-19.20 -3.20 
-21.60 -1.20 
-20.00 3.60 
-19.20 5.20 
-20.80 -5.20 
-28.80 -9.20 
-8.80 -4.00 
-20.00 8.00 
-27.20 -4.80 
-14.40 -7.60 
-27.20 0.80 
-11.20 -2.00 
-17.60 -1.60 
-20.80 -4.40 
-16.00 2.40 
-20.00 2.00 
-24.00 1.20 
-18.40 5.20 
-18.40 3.60 
-16.80 2.00 
-12.80 2.00 
-17.60 2.80 
-26.40 8.40 
-16.00 9.60 
-20.80 13.20 
-14.40 6.40 
-20.80 -2.00 
-18.40 -5.60 
-16.00 -5.60 
-13.60 -2.00 
-19.20 -4.40 
-15.20 0.40 
-19.20 0.80 
-17.60 5.20 
-8.80 -2.80 
-18.40 -3.60 
-12.80 2.80 
-17.60 -2.80 
-20.80 -5.20 
-14.40 4.40 
-26.40 7.60 
-22.40 7.60 
-21.60 3.60 
-8.80 -4.00 
-16.00 3.20 
-13.60 2.00 
-19.20 2.40 
-12.80 1.60 
-15.20 1.60 
-27.20 -4.40 
-21.60 -1.20 
-7.20 0.00 
-15.20 -0.80 
-21.60 2.40 
-16.80 2.80 
-11.20 -2.80 
-18.40 -1.20 
-20.80 -0.40 
-24.00 -10.80 
-22.40 3.60 
-14.40 3.60 
-18.40 8.40 
-12.00 2.40 
-23.20 -7.60 
-13.60 -3.20 
-21.60 4.00 
-16.80 -0.80 
-16.80 4.80 
-13.60 -4.40 
-20.00 -1.60 
-14.40 -4.40 
-24.00 2.80 
-32.00 -0.40 
-15.20 3.60 
-20.80 -1.20 
-17.60 -0.40 
-16.00 0.00 
-24.80 -6.80 
-10.40 -5.60 
-12.00 3.60 
-8.80 2.00 
-12.80 -2.80 
-15.20 7.20 
-20.00 4.40 
-20.00 -0.40 
-14.40 -3.20 
-16.00 -8.80 
-14.40 6.80 
-19.20 -2.40 
-11.20 -0.80 
-16.80 -3.60 
-16.80 -5.20 
-16.80 -5.20 
-9.60 2.80 
-20.00 -3.60 
-20.00 -1.60 
-16.80 -5.60 
-20.80 -4.40 
-23.20 -4.40 
-17.60 -3.60 
-19.20 0.40 
-26.40 2.40 
-24.80 -9.20 
-22.40 2.00 
-14.40 0.80 
-19.20 8.80 
-13.60 -3.20 
-22.40 5.60 
-21.60 13.60 
-20.00 -0.40 
-12.80 -7.20 
-19.20 4.80 
-23.20 9.60 
-16.80 3.60 
-16.80 -0.80 
-22.40 -1.20 
-24.00 -8.80 
-13.60 -3.60 
-17.60 0.40 
-20.80 2.80 
-18.40 -2.40 
-16.80 -0.40 
-16.00 -2.40 
-29.60 10.40 
-14.40 0.00 
-14.40 -7.60 
-24.00 4.40 
-20.00 4.00 
-16.00 0.00 
-17.60 2.00 
-19.20 -4.80 
-10.40 0.00 
-11.20 0.00 
-28.80 5.60 
-25.60 -4.00 
-15.20 0.40 
-22.40 6.80 
-21.60 3.60 
-16.80 -8.80 
-24.80 -5.60 
-13.60 -0.40 
-19.20 -9.20 
-20.00 -2.00 
-14.40 10.40 
-12.80 3.60 
-22.40 12.40 
-16.80 1.60 
-26.40 -5.20 
-17.60 -2.00 
-22.40 -0.80 
-16.00 2.00 
-16.80 -10.00 
-24.00 -3.20 
-12.00 -2.80 
-20.00 -0.40 
-8.80 4.00 
-20.00 -6.40 
-18.40 5.20 
-16.80 -4.40 
-20.00 -11.60 
-16.00 -1.20 
-15.20 -4.80 
-15.20 -8.40 
-14.40 0.00 
-19.20 3.20 
-13.60 0.80 
-9.60 -1.60 
-17.60 -6.80 
-16.00 10.40 
-21.60 10.80 
-14.40 5.60 
-14.40 -2.40 
-19.20 -4.00 
-23.20 7.60 
-22.40 0.40 
-26.40 -5.20 
-8.00 6.00 
-21.60 12.00 
-24.80 2.80 
-18.40 -10.80 
-19.20 -2.80 
-12.00 4.00 
-15.20 4.40 
-13.60 5.60 
-11.20 6.40 
-14.40 1.20 
-21.60 6.40 
-23.20 4.00 
-21.60 -2.00 
-16.00 -3.20 
-12.00 -1.20 
-12.00 6.40 
-15.20 0.80 
-18.40 4.40 
-20.00 -3.20 
-8.80 6.40 
-18.40 -4.80 
-29.60 -12.00 
-16.00 1.60 
-21.60 4.00 
-19.20 1.20 
-20.80 10.40 
-31.20 -16.00 
-20.80 7.20 
-15.20 7.60 
-19.20 9.60 
-21.60 -0.80 
-10.40 5.20 
-25.60 8.00 
-22.40 3.20 
-28.00 -2.80 
-24.00 -3.60 
-17.60 11.20 
-24.00 -1.60 
-20.80 2.80 
-13.60 -2.80 
-16.00 -0.80 
-16.80 -3.20 
-24.80 -11.60 
-16.00 0.80 
-16.00 -7.20 
-18.40 -5.20 
-21.60 0.80 
-19.20 5.60 
-20.00 7.20 
-17.60 -3.20 
-9.60 2.80 
-12.80 0.00 
-21.60 2.00 
-23.20 5.20 
-18.40 -11.60 
-20.00 -4.00 
-15.20 -2.00 
-18.40 4.80 
-24.80 0.40 
-25.60 2.40 
-22.40 9.60 
-16.80 -6.80 
-19.20 -6.00 
-16.80 4.00 
-8.00 4.40 
-16.00 2.00 
-15.20 -5.60 
-16.00 4.40 
-20.80 1.60 
-25.60 4.00 
-20.00 5.60 
-30.40 4.00 
-14.40 1.20 
-20.00 7.60 
-16.80 -5.20 
-20.80 3.20 
-17.60 2.80 
-23.20 -6.80 
-10.40 5.60 
-21.60 -7.60 
-16.00 -1.20 
-17.60 5.20 
-20.80 4.80 
-19.20 3.60 
-23.20 -8.40 
-25.60 -2.00 
-19.20 -10.00 
-19.20 0.00 
