#L=%d, T=%.2f 
# E     M 
-40.00 -6.00 
-41.60 -19.20 
-40.80 -0.40 
-40.80 -8.00 
-31.20 -7.60 
-39.20 7.60 
-26.40 -6.80 
-33.60 -1.20 
-29.60 6.40 
-48.80 18.80 
-39.20 -12.00 
-43.20 -2.40 
-29.60 2.00 
-32.80 10.00 
-39.20 0.00 
-32.00 2.40 
-36.00 6.80 
-39.20 -0.40 
-27.20 -12.40 
-24.00 -3.20 
-35.20 4.80 
-37.60 -3.20 
-32.00 5.20 
-30.40 5.60 
-48.00 -8.80 
-33.60 6.80 
-44.00 1.60 
-48.00 0.80 
-36.00 -3.20 
-40.00 -0.40 
-39.20 4.80 
-36.80 0.00 
-27.20 2.80 
-32.80 7.60 
-42.40 -1.20 
-44.00 -9.60 
-49.60 -5.60 
-21.60 8.00 
-26.40 12.40 
-35.20 6.00 
-20.00 -4.40 
-39.20 3.20 
-41.60 2.40 
-31.20 14.40 
-33.60 0.40 
-29.60 6.40 
-41.60 -11.60 
-24.80 5.20 
-24.00 5.20 
-35.20 6.00 
-24.00 1.60 
-49.60 -9.20 
-28.00 -2.40 
-26.40 -7.60 
-31.20 -4.00 
-32.80 -7.60 
-27.20 -7.60 
-42.40 -7.60 
-41.60 -6.40 
-48.80 -2.80 
-47.20 -5.20 
-33.60 10.00 
-25.60 0.00 
-42.40 14.40 
-38.40 6.80 
-29.60 -7.20 
-30.40 -7.60 
-40.80 -5.20 
-27.20 -0.80 
-35.20 -2.00 
-27.20 -0.80 
-40.00 13.60 
-38.40 -4.00 
-35.20 -2.00 
-28.80 7.20 
-32.80 -0.40 
-43.20 0.80 
-40.80 -14.80 
-33.60 -10.40 
-40.00 -4.00 
-30.40 -7.20 
-36.00 -1.60 
-44.80 0.40 
-33.60 1.60 
-35.20 11.60 
-36.00 4.80 
-34.40 9.20 
-32.00 10.00 
-32.80 3.20 
-24.80 -6.80 
-39.20 -7.60 
-31.20 -2.40 
-36.80 -12.40 
-42.40 0.00 
-39.20 -2.80 
-34.40 -4.40 
-33.60 8.80 
-36.80 9.20 
-46.40 0.80 
-34.40 -6.40 
-23.20 4.80 
-36.80 9.60 
-29.60 -2.00 
-40.00 -2.40 
-32.80 -7.60 
-27.20 -9.60 
-31.20 1.60 
-37.60 10.80 
-30.40 -5.60 
-35.20 -11.60 
-27.20 -6.00 
-46.40 6.40 
-41.60 -13.20 
-32.80 -3.60 
-38.40 8.00 
-32.00 -8.80 
-23.20 -0.40 
-33.60 5.60 
-41.60 9.20 
-38.40 10.80 
-42.40 8.00 
-46.40 -3.20 
-30.40 16.80 
-36.80 -10.00 
-26.40 -1.20 
-30.40 8.40 
-27.20 -0.80 
-32.00 4.40 
-37.60 10.00 
-37.60 -2.40 
-39.20 4.80 
-35.20 -1.20 
-34.40 9.20 
-36.80 10.00 
-29.60 -5.20 
-32.00 4.40 
-32.00 6.00 
-37.60 11.20 
-28.00 -3.60 
-34.40 -6.80 
-30.40 1.20 
-39.20 -0.40 
-36.00 8.00 
-40.80 -14.40 
-16.00 -1.20 
-37.60 0.80 
-24.00 2.40 
-44.80 -10.00 
-36.00 -2.40 
-36.80 10.80 
-33.60 8.40 
-28.80 -2.80 
-37.60 4.40 
