#L=%d, T=%.2f 
# E     M 
-33.60 -1.60 
-31.20 -0.40 
-36.00 -16.00 
-36.80 8.00 
-42.40 -1.20 
-37.60 4.40 
-32.00 8.40 
-42.40 0.80 
-40.00 4.00 
-48.80 2.80 
-35.20 -1.60 
-36.80 -2.00 
-28.00 -0.80 
-26.40 -5.60 
-32.80 -0.40 
-38.40 -5.20 
-31.20 2.80 
-36.80 3.20 
-31.20 -5.60 
-33.60 -6.80 
-37.60 -3.60 
-30.40 -5.60 
-26.40 0.00 
-29.60 -3.20 
-36.80 -16.80 
-39.20 2.00 
-38.40 -10.00 
-30.40 -6.80 
-40.80 -12.80 
-45.60 6.00 
-26.40 4.40 
-35.20 2.00 
-27.20 -6.00 
-39.20 6.40 
-37.60 -6.40 
-32.80 2.40 
-27.20 0.80 
-40.00 -0.80 
-35.20 2.00 
-40.00 1.60 
-26.40 15.20 
-29.60 6.80 
-52.00 7.60 
-40.80 1.60 
-25.60 4.00 
-36.80 2.00 
-39.20 -10.00 
-34.40 -7.60 
-42.40 10.00 
-38.40 4.80 
-28.00 -6.80 
-31.20 0.40 
-27.20 -7.20 
-44.80 10.80 
-38.40 -1.20 
-46.40 -12.00 
-42.40 -12.00 
-40.00 8.00 
-36.00 -8.40 
-35.20 -8.40 
-38.40 -2.00 
-44.00 -8.80 
-27.20 0.00 
-28.00 -6.40 
-38.40 -6.80 
-36.00 5.20 
-39.20 -2.40 
-36.00 3.20 
-34.40 -1.20 
-42.40 9.60 
-37.60 -0.40 
-34.40 3.20 
-26.40 -2.80 
-32.00 5.20 
-38.40 -24.80 
-33.60 16.80 
-37.60 -4.40 
-30.40 5.20 
-33.60 -6.80 
-28.00 0.00 
-41.60 1.60 
-36.80 -6.40 
-34.40 11.60 
-36.80 9.20 
-38.40 2.40 
-44.80 12.00 
-31.20 10.40 
-33.60 9.20 
-36.80 -4.00 
-48.80 -8.40 
-36.80 -2.80 
-41.60 -7.20 
-36.00 1.60 
-32.80 -4.80 
-32.80 -0.40 
-31.20 -8.80 
-36.80 -5.60 
-27.20 -2.00 
-32.00 -6.80 
-52.00 -5.60 
-28.00 -8.80 
-32.80 0.00 
-48.00 3.60 
-40.80 5.20 
-34.40 -12.40 
-32.80 -3.60 
-36.00 10.40 
-32.80 8.40 
-31.20 0.80 
-39.20 7.60 
-32.80 8.00 
-38.40 -3.20 
-33.60 4.80 
-35.20 2.00 
-37.60 -4.80 
-36.00 -5.60 
-30.40 0.40 
-34.40 2.80 
-35.20 -3.20 
-24.80 8.00 
-40.80 12.40 
-32.80 5.60 
-29.60 8.80 
-22.40 2.40 
-40.80 -1.20 
-40.00 1.20 
-40.00 -0.80 
-40.00 -8.80 
-22.40 3.60 
-36.00 -10.00 
-32.00 -6.00 
-36.80 3.20 
-31.20 12.00 
-41.60 -12.80 
-49.60 -9.60 
-35.20 9.20 
-37.60 -9.20 
-33.60 -4.40 
-41.60 -6.80 
-38.40 -4.40 
-26.40 4.00 
-42.40 21.60 
-40.00 12.00 
-28.00 1.60 
-28.80 -8.80 
-40.00 4.40 
-36.00 5.20 
-40.00 10.00 
-31.20 -7.20 
-23.20 10.80 
-33.60 -2.40 
-28.00 -1.60 
-32.80 -2.40 
-28.80 8.00 
-35.20 3.20 
-39.20 -7.60 
-35.20 -1.60 
