#L=%d, T=%.2f 
# E     M 
-28.80 4.80 
-38.40 10.80 
-38.40 9.20 
-31.20 2.00 
-28.00 0.80 
-48.00 -10.00 
-24.80 -1.60 
-41.60 12.80 
-32.00 3.60 
-27.20 -4.00 
-28.00 0.40 
-30.40 4.00 
-43.20 -7.20 
-29.60 -5.60 
-39.20 -4.00 
-36.80 -4.40 
-27.20 -3.20 
-44.80 8.00 
-42.40 -4.40 
-33.60 2.00 
-42.40 -4.40 
-28.00 6.80 
-27.20 -5.60 
-35.20 -5.20 
-37.60 3.60 
-33.60 -10.80 
-40.00 1.60 
-44.80 13.20 
-27.20 6.80 
-34.40 9.60 
-38.40 4.80 
-28.00 7.20 
-42.40 -6.00 
-29.60 -11.60 
-37.60 -2.40 
-36.80 17.20 
-42.40 -3.60 
-31.20 -8.80 
-34.40 -2.80 
-36.00 -0.80 
-30.40 -11.20 
-44.80 2.40 
-33.60 -0.40 
-30.40 0.00 
-38.40 9.20 
-37.60 12.40 
-39.20 -0.80 
-28.80 -5.60 
-40.00 6.00 
-33.60 4.00 
-29.60 2.80 
-42.40 4.80 
-29.60 0.40 
-44.00 -1.60 
-45.60 0.00 
-38.40 12.00 
-39.20 14.80 
-30.40 -1.20 
-40.80 10.40 
-48.80 -10.80 
-37.60 -3.20 
-38.40 -16.00 
-33.60 12.00 
-36.00 2.40 
-34.40 -0.80 
-36.80 1.60 
-31.20 -0.80 
-37.60 4.40 
-34.40 -4.00 
-40.80 -12.40 
-26.40 -3.20 
-28.00 -0.40 
-46.40 6.80 
-32.00 0.40 
-36.80 -3.20 
-37.60 0.00 
-32.80 -10.00 
-29.60 -5.20 
-37.60 5.20 
-37.60 -1.20 
-39.20 16.40 
-35.20 0.80 
-41.60 -2.80 
-39.20 4.80 
-42.40 18.80 
-46.40 2.00 
-33.60 0.00 
-38.40 8.40 
-36.80 0.80 
-58.40 -12.80 
-29.60 -0.40 
-32.80 4.80 
-28.80 -4.40 
-38.40 4.00 
-28.00 0.00 
-37.60 -9.20 
-37.60 -8.00 
-21.60 6.40 
-27.20 -3.60 
-40.80 -2.80 
-29.60 2.40 
-37.60 5.20 
-38.40 -2.40 
-27.20 -1.60 
-34.40 -15.60 
-36.00 7.20 
-30.40 3.60 
-42.40 2.40 
-35.20 -5.60 
-38.40 6.80 
-32.80 -5.20 
-41.60 3.60 
-42.40 15.20 
-40.00 -1.60 
-28.80 -10.40 
-32.00 -7.20 
-30.40 0.00 
-29.60 4.40 
-35.20 -0.80 
-31.20 1.20 
-35.20 -2.40 
-28.80 -8.40 
-40.00 20.80 
-28.80 -0.80 
-36.00 8.80 
-29.60 2.80 
-39.20 0.40 
-31.20 -12.80 
-36.80 -8.00 
-44.00 -6.40 
-42.40 2.80 
-21.60 -1.20 
-40.80 12.80 
-34.40 2.80 
-28.00 6.00 
-25.60 8.40 
-34.40 -6.00 
-41.60 14.40 
-37.60 -12.00 
-30.40 -3.20 
-32.80 1.20 
-39.20 -3.60 
-37.60 5.60 
-34.40 -10.40 
-36.80 3.60 
-41.60 2.40 
-40.00 -0.80 
-23.20 -3.60 
-36.00 -5.60 
-42.40 2.00 
-28.00 3.20 
-36.00 2.00 
-36.00 -5.60 
-31.20 2.80 
-24.00 3.20 
-36.00 2.00 
-25.60 1.60 
-48.00 17.20 
