#L=%d, T=%.2f 
# E     M 
-28.80 -2.00 
-37.60 -8.00 
-39.20 -11.60 
-28.00 -7.20 
-40.00 -8.40 
-42.40 -5.60 
-27.20 -5.20 
-35.20 -2.00 
-32.80 -1.60 
-36.80 -0.80 
-28.00 -8.00 
-34.40 6.80 
-37.60 -8.40 
-28.00 -13.20 
-36.00 -11.20 
-40.00 -20.40 
-34.40 -5.20 
-30.40 -12.00 
-26.40 2.40 
-36.80 0.00 
-30.40 -9.20 
-42.40 -1.60 
-47.20 9.20 
-34.40 -12.40 
-30.40 -7.20 
-36.00 -3.60 
-41.60 -3.60 
-36.00 0.00 
-44.00 -13.20 
-36.00 2.80 
-36.00 4.40 
-35.20 -3.20 
-52.80 7.60 
-35.20 -1.60 
-32.00 -10.40 
-36.80 -8.40 
-44.80 -19.20 
-36.00 0.00 
-38.40 -15.60 
-32.80 -9.20 
-28.80 -16.00 
-33.60 -2.40 
-37.60 -22.80 
-33.60 -9.20 
-43.20 -3.20 
-35.20 3.60 
-44.80 0.40 
-40.80 4.80 
-32.00 1.60 
-32.80 -8.40 
-26.40 8.00 
-37.60 -13.60 
-40.80 10.00 
-34.40 -8.00 
-30.40 6.00 
-36.00 -13.20 
-33.60 -6.80 
-26.40 8.40 
-29.60 12.40 
-28.00 13.20 
-38.40 -9.20 
-28.80 6.00 
-27.20 4.40 
-46.40 -3.60 
-38.40 1.20 
-41.60 -17.20 
-38.40 -16.40 
-36.80 -9.60 
-40.00 -19.20 
-34.40 -6.80 
-44.80 -4.80 
-54.40 -15.20 
-38.40 -6.40 
-38.40 -3.60 
-46.40 -12.80 
-36.00 -6.80 
-37.60 -12.40 
-40.80 5.60 
-28.80 -8.00 
-48.00 -2.40 
-42.40 -8.80 
-43.20 -11.20 
-39.20 -2.40 
-26.40 3.60 
-44.80 -12.80 
-55.20 -20.00 
-37.60 0.80 
-36.80 -10.00 
-36.00 4.80 
-39.20 -14.40 
-42.40 7.60 
-48.00 -20.80 
-39.20 3.20 
-30.40 -2.40 
-39.20 2.40 
-40.00 -8.80 
-45.60 -15.60 
-42.40 -11.20 
-24.00 7.20 
-29.60 -4.80 
-31.20 -7.20 
-39.20 -19.60 
-30.40 -11.60 
-41.60 -12.40 
-35.20 -17.60 
-34.40 -16.40 
-40.00 -12.80 
-33.60 -7.20 
-30.40 -0.80 
-32.00 -16.00 
-39.20 -17.60 
-36.80 -10.00 
-40.00 -13.20 
-28.80 -13.20 
-40.80 -5.20 
-34.40 1.60 
-40.00 -14.40 
-28.80 -4.00 
-35.20 -4.80 
-34.40 5.60 
