#L=%d, T=%.2f 
# E     M 
-20.00 -5.60 
-17.60 -2.40 
-21.60 -5.20 
-15.20 3.20 
-12.00 3.60 
-19.20 6.40 
-24.00 0.80 
-15.20 -1.60 
-27.20 -2.40 
-16.80 5.60 
-16.00 0.40 
-17.60 -2.40 
-24.00 0.00 
-18.40 -0.80 
-16.80 3.20 
-18.40 2.80 
-22.40 -3.60 
-24.80 7.60 
-17.60 -3.60 
-12.80 -6.00 
-16.80 8.00 
-17.60 -3.60 
-16.80 2.40 
-20.80 -1.20 
-12.80 0.80 
-12.00 -3.20 
-21.60 -3.20 
-14.40 2.80 
-22.40 0.00 
-18.40 0.00 
-24.80 -4.40 
-18.40 -7.20 
-32.80 -8.80 
-17.60 4.00 
-16.80 -6.40 
-18.40 2.00 
-28.00 8.80 
-21.60 -0.40 
-14.40 -6.00 
-12.80 4.80 
-16.00 -1.20 
-7.20 -6.00 
-30.40 -8.00 
-18.40 4.80 
-6.40 7.20 
-21.60 -7.60 
-24.00 -6.80 
-8.00 4.80 
-18.40 -1.60 
-20.80 -2.00 
-19.20 2.80 
-15.20 -2.40 
-26.40 11.20 
-23.20 -6.40 
-21.60 7.20 
-28.80 8.40 
-19.20 8.80 
-9.60 2.80 
-12.00 -0.80 
-16.00 2.40 
-17.60 4.00 
-19.20 -2.00 
-24.80 2.80 
-19.20 -2.40 
-13.60 4.80 
-20.00 -3.20 
-17.60 2.40 
-21.60 3.60 
-17.60 1.60 
-17.60 -9.20 
-17.60 0.80 
-17.60 -4.40 
-13.60 2.00 
-19.20 6.00 
-17.60 -0.40 
-20.00 -9.20 
-17.60 8.00 
-28.80 -12.40 
-12.00 -2.80 
-16.80 -1.60 
-24.00 -7.20 
-16.00 2.00 
-21.60 4.80 
-10.40 5.20 
-20.80 -7.60 
-21.60 11.60 
-12.80 4.00 
-13.60 -1.60 
-13.60 -3.20 
-16.80 -8.40 
-12.00 9.20 
-10.40 -3.20 
-20.00 -1.60 
-11.20 8.00 
-16.80 2.00 
-18.40 -5.20 
-19.20 -10.00 
-11.20 8.80 
-26.40 -7.60 
-12.80 -5.60 
-16.00 6.40 
-18.40 -5.60 
-16.00 2.40 
-12.00 9.20 
-13.60 2.00 
-14.40 2.80 
-20.00 2.80 
-16.80 -4.00 
-20.80 -13.60 
-18.40 -1.20 
-10.40 4.00 
-18.40 0.80 
-14.40 -2.80 
-8.00 -1.20 
-19.20 2.80 
-20.80 -4.80 
-19.20 7.60 
-20.00 5.60 
-18.40 -8.40 
-23.20 -1.20 
-21.60 -0.80 
-18.40 -4.00 
-14.40 0.40 
-16.00 -6.00 
-24.00 0.80 
-20.80 -5.20 
-20.80 2.40 
-18.40 2.00 
-4.00 3.60 
-26.40 1.60 
-16.00 7.20 
-23.20 4.80 
-18.40 -2.00 
-24.80 -1.20 
-16.00 -3.20 
-17.60 -9.60 
-13.60 0.40 
-21.60 2.40 
-22.40 -0.80 
-16.80 -7.60 
-23.20 -2.80 
-16.80 -10.00 
-9.60 -1.20 
-21.60 1.20 
-21.60 -2.80 
-23.20 -0.40 
-15.20 -10.80 
-13.60 -2.80 
-19.20 0.00 
-15.20 10.80 
-26.40 -6.80 
-13.60 1.20 
-20.80 -4.00 
-21.60 13.20 
-23.20 -0.40 
-18.40 9.20 
-20.80 0.40 
-17.60 4.80 
-13.60 8.80 
-12.80 4.40 
-16.80 2.00 
-20.00 -4.00 
-24.00 13.20 
-15.20 2.80 
-12.80 -1.60 
-26.40 -13.60 
-20.80 6.40 
-26.40 2.80 
-24.80 -7.60 
-19.20 -11.60 
-16.00 8.00 
-21.60 0.00 
-13.60 -4.80 
-11.20 0.40 
-26.40 -11.20 
-26.40 3.20 
-19.20 9.60 
-21.60 1.20 
-13.60 0.40 
-18.40 4.80 
-26.40 4.40 
-19.20 10.00 
-19.20 -0.80 
-16.80 6.00 
-14.40 -5.20 
-28.00 4.80 
-19.20 -1.20 
-20.00 9.20 
-33.60 -12.40 
-18.40 -0.80 
-28.00 -14.40 
-18.40 8.00 
-20.00 3.20 
-6.40 -2.00 
-17.60 -3.60 
-20.00 4.40 
-18.40 3.60 
-22.40 -3.60 
-12.00 0.00 
-17.60 -7.20 
-12.00 1.20 
-19.20 -1.60 
-17.60 -4.00 
-23.20 -8.40 
-29.60 7.20 
-24.00 -6.00 
-19.20 0.80 
-19.20 6.80 
-22.40 0.00 
-18.40 2.00 
-23.20 5.20 
-16.80 -3.60 
-22.40 4.40 
-9.60 6.40 
-17.60 3.20 
-21.60 1.60 
-23.20 10.80 
-16.80 -2.00 
-19.20 -14.00 
-25.60 0.00 
-20.00 -3.20 
-23.20 2.00 
-20.00 -4.00 
-18.40 -4.00 
-23.20 -4.00 
-16.80 -1.20 
-23.20 -7.60 
-17.60 -4.40 
-24.00 10.00 
-8.80 0.00 
-17.60 -4.80 
-13.60 4.40 
-15.20 0.00 
-24.00 -2.00 
-8.00 2.00 
-20.00 2.80 
-14.40 -2.00 
-17.60 -5.20 
-16.80 -3.60 
-20.00 -4.80 
-28.80 -7.60 
-21.60 -14.80 
-20.00 7.20 
-8.80 -2.00 
-14.40 0.40 
-24.80 -2.00 
-14.40 -2.80 
-20.80 0.80 
-16.80 3.60 
-23.20 -7.60 
-20.80 1.20 
-19.20 -0.80 
-12.80 -3.20 
-10.40 1.60 
-19.20 3.20 
-15.20 0.40 
-16.80 1.20 
-12.00 0.00 
-16.00 -0.80 
-22.40 -8.80 
-26.40 2.80 
-19.20 -5.60 
-15.20 -1.20 
-19.20 -8.80 
-16.80 -6.40 
-28.80 -6.00 
-24.80 -14.80 
-15.20 6.80 
-21.60 0.80 
-24.80 2.40 
-16.80 6.80 
-22.40 8.00 
-20.00 7.60 
-21.60 -10.00 
-13.60 -3.60 
-16.80 -8.80 
-18.40 2.00 
-28.80 5.60 
-19.20 -12.80 
-22.40 1.60 
-16.80 5.20 
-24.00 -3.60 
-18.40 10.80 
-24.80 0.00 
-18.40 2.80 
-12.80 -2.40 
-11.20 6.80 
-18.40 -4.40 
-22.40 10.00 
-19.20 2.80 
-14.40 11.60 
-14.40 0.00 
-20.00 -2.00 
-33.60 -9.20 
-19.20 1.60 
-13.60 -3.60 
-19.20 -1.20 
-19.20 3.60 
-7.20 -4.00 
-28.00 -5.60 
-19.20 1.60 
-12.80 -4.80 
-15.20 2.40 
-19.20 -7.20 
-15.20 4.00 
-20.80 -8.00 
-9.60 -3.20 
-17.60 0.40 
-18.40 -1.60 
-14.40 -8.40 
-20.00 -2.40 
-11.20 -2.80 
-28.00 -12.80 
-21.60 -6.00 
-20.00 -5.20 
-15.20 -4.00 
-17.60 -2.80 
-15.20 -1.60 
-19.20 -4.00 
-15.20 -2.80 
-20.00 2.40 
-23.20 6.80 
-31.20 -2.00 
-18.40 3.60 
-13.60 0.40 
-17.60 -6.00 
-12.80 4.00 
-25.60 -3.20 
-15.20 -0.40 
-13.60 2.80 
-26.40 2.40 
-15.20 4.40 
-20.00 -0.80 
-24.00 0.80 
-14.40 4.40 
-11.20 0.80 
-20.80 -0.40 
-14.40 -2.40 
-16.00 6.80 
-28.80 -3.60 
-19.20 -4.00 
-17.60 0.40 
-20.00 1.60 
-20.80 -5.20 
-21.60 -5.20 
-24.80 -9.20 
-24.80 5.20 
-23.20 -7.60 
-17.60 0.80 
-17.60 -6.40 
-18.40 0.40 
-10.40 -0.80 
-19.20 -2.40 
-23.20 7.60 
-24.80 -6.40 
-24.00 -0.40 
-19.20 -5.60 
-17.60 0.80 
-18.40 4.00 
-24.80 -4.00 
-12.80 4.80 
-20.80 5.60 
-20.80 3.20 
-19.20 6.80 
-25.60 9.20 
-26.40 -0.80 
-13.60 3.20 
-13.60 -5.20 
-16.00 -4.80 
-14.40 3.20 
-17.60 -4.00 
-12.00 -2.80 
-16.80 5.20 
-20.00 0.40 
-16.80 -2.00 
-11.20 1.60 
-13.60 -4.00 
-22.40 4.00 
-18.40 6.00 
-15.20 3.60 
-13.60 -0.80 
-20.00 0.00 
-19.20 -6.80 
-25.60 -11.20 
-15.20 1.20 
-15.20 -0.40 
-16.80 -8.80 
-18.40 -6.80 
-14.40 5.20 
-23.20 -1.60 
-14.40 3.20 
-16.80 -2.40 
-19.20 -7.20 
-18.40 -7.60 
-10.40 3.20 
-14.40 -6.40 
-20.00 -6.40 
-12.00 5.20 
-8.80 -6.00 
-16.00 -10.40 
-30.40 -12.40 
-12.80 0.00 
-21.60 -4.80 
-19.20 3.20 
-14.40 2.40 
-22.40 5.20 
-21.60 14.00 
-10.40 4.40 
-23.20 -13.60 
-28.00 0.40 
-16.80 2.00 
-24.00 5.60 
-13.60 -4.80 
-16.80 -1.60 
-21.60 3.60 
-20.00 -10.00 
-18.40 -10.40 
-25.60 -0.40 
-23.20 -10.00 
-14.40 10.40 
-8.80 -4.00 
-16.80 3.20 
-30.40 0.80 
-17.60 0.80 
-23.20 -11.60 
-17.60 4.00 
-10.40 0.00 
-24.00 -11.60 
