#L=%d, T=%.2f 
# E     M 
-33.60 7.20 
-29.60 -5.20 
-37.60 -7.60 
-32.00 0.80 
-40.00 -20.00 
-29.60 -11.60 
-38.40 -6.00 
-34.40 6.40 
-38.40 8.80 
-28.80 -5.20 
-33.60 1.20 
-44.00 -16.80 
-34.40 0.00 
-33.60 8.40 
-28.80 -4.80 
-28.80 6.80 
-52.00 -18.00 
-34.40 1.60 
-32.00 -14.80 
-29.60 0.40 
-25.60 1.60 
-37.60 -6.00 
-36.80 -2.40 
-40.80 -2.40 
-32.00 -10.40 
-28.00 -9.60 
-40.00 -11.20 
-38.40 -10.40 
-36.00 5.60 
-44.00 5.20 
-31.20 -12.80 
-22.40 4.80 
-38.40 7.20 
-32.80 -5.20 
-41.60 -14.00 
-34.40 -15.20 
-38.40 -19.60 
-32.80 -13.20 
-32.00 -11.20 
-26.40 -3.20 
-38.40 1.60 
-29.60 8.80 
-26.40 -2.00 
-39.20 -6.00 
-31.20 -12.80 
-37.60 -10.40 
-46.40 -16.80 
-36.00 0.80 
-40.00 -5.20 
-26.40 -10.40 
-47.20 -11.60 
-34.40 -18.40 
-42.40 -2.00 
-34.40 -8.80 
-36.00 -15.60 
-47.20 -27.20 
-36.80 -0.80 
-24.00 -3.60 
-44.00 -0.40 
-26.40 -10.40 
-22.40 -3.60 
-38.40 -5.60 
-36.80 -8.00 
-40.80 -16.80 
-29.60 4.80 
-35.20 -13.60 
-39.20 -11.20 
-41.60 7.20 
-40.00 -16.80 
-43.20 -3.60 
-30.40 -12.00 
-38.40 -3.20 
-33.60 6.80 
-36.80 17.60 
-26.40 4.00 
-40.00 3.60 
-25.60 3.20 
-33.60 -0.40 
-36.00 -12.80 
-40.80 -4.80 
-39.20 0.00 
-32.80 -5.60 
-35.20 1.60 
-19.20 -2.80 
-36.80 3.20 
-33.60 -10.40 
-48.00 -19.60 
-28.00 7.20 
-41.60 -4.40 
-40.80 -8.40 
-39.20 -1.60 
-36.00 -18.80 
-44.00 -19.20 
-27.20 -5.20 
-32.80 -14.80 
-36.00 -9.60 
-31.20 -1.20 
-32.00 8.40 
-37.60 -3.60 
-40.80 1.60 
-42.40 8.80 
-31.20 -4.40 
-40.80 -17.60 
-36.80 -11.20 
-28.80 -1.60 
-36.80 -0.80 
-40.00 -18.00 
-29.60 -1.20 
-41.60 6.40 
-31.20 0.80 
-34.40 -5.60 
-32.00 -9.60 
-27.20 2.00 
-34.40 -3.60 
-56.00 -23.60 
-36.80 -19.60 
-24.80 4.40 
-24.00 -17.60 
-35.20 -24.40 
-24.00 -1.20 
-45.60 -16.00 
-23.20 1.20 
-27.20 -4.00 
-34.40 -7.60 
-45.60 2.40 
-23.20 -2.40 
-32.80 -4.40 
-21.60 -7.60 
-38.40 1.20 
-30.40 -9.20 
-55.20 -23.60 
-33.60 -10.80 
-39.20 -4.40 
-29.60 -6.40 
-32.80 -7.20 
-51.20 -12.00 
-32.80 -13.60 
-32.80 -12.80 
-35.20 -6.40 
-36.00 -11.20 
-24.00 -3.60 
-23.20 -6.00 
-25.60 -5.20 
-30.40 -5.60 
-32.80 -9.60 
-36.80 -8.40 
-26.40 -4.40 
-43.20 -2.80 
-38.40 -8.00 
-40.00 17.60 
-31.20 7.20 
-34.40 -2.00 
-24.80 5.20 
-40.00 6.40 
-41.60 -10.00 
-24.00 -6.40 
-28.00 -7.20 
-28.00 -6.00 
-34.40 -3.60 
-44.80 4.00 
-36.80 -2.00 
-39.20 -4.80 
-46.40 -21.60 
-30.40 -11.20 
-38.40 -14.40 
-39.20 -14.40 
-32.00 1.60 
-40.00 3.60 
-36.80 -5.60 
-35.20 2.40 
-39.20 -5.60 
-38.40 -9.20 
-27.20 -14.80 
-42.40 14.00 
-44.80 4.00 
-30.40 18.80 
-22.40 -0.40 
-45.60 -6.40 
-21.60 -7.20 
-32.80 -4.00 
-29.60 -10.80 
-27.20 -7.60 
-32.00 -10.80 
-33.60 -2.40 
-46.40 -10.80 
-48.80 1.60 
-41.60 -12.40 
-35.20 -1.60 
-43.20 -3.60 
-33.60 -4.00 
-38.40 -12.00 
-26.40 -9.20 
-44.00 -20.40 
-33.60 6.40 
-44.80 -3.20 
-24.80 -8.00 
-28.00 -4.00 
-30.40 -0.80 
-28.80 -15.60 
-32.00 -12.80 
-36.80 -14.80 
-37.60 -10.00 
-37.60 -5.60 
-33.60 -2.00 
-40.00 -14.80 
-36.80 -2.80 
-35.20 4.80 
-22.40 -10.00 
-47.20 -6.00 
-34.40 -12.40 
-34.40 7.20 
-48.80 -18.00 
-42.40 -16.80 
-35.20 5.60 
-32.00 -12.00 
-39.20 7.20 
-40.00 -8.40 
-50.40 13.60 
-21.60 -8.80 
-46.40 -1.60 
-44.00 -11.20 
-28.80 -1.20 
-34.40 -3.60 
-23.20 -4.80 
-36.00 9.60 
-32.00 0.40 
-42.40 -6.00 
-25.60 0.40 
-36.80 7.20 
-23.20 -12.40 
-43.20 -17.20 
-38.40 -16.00 
-50.40 -19.60 
-38.40 -23.20 
-40.00 -10.80 
-38.40 -9.60 
-45.60 -5.60 
-37.60 1.60 
-35.20 -2.80 
-31.20 9.20 
-40.80 -2.80 
-35.20 12.40 
-34.40 3.20 
-48.00 -13.20 
-43.20 -17.20 
-34.40 -7.60 
-48.80 0.80 
-33.60 -10.40 
-38.40 -5.20 
-36.80 1.60 
-27.20 -6.40 
-36.80 -11.20 
-27.20 -2.00 
-48.00 7.20 
-29.60 -6.80 
-41.60 -6.40 
-38.40 -2.00 
-45.60 -9.20 
-39.20 -10.00 
-40.00 -8.00 
-31.20 -0.80 
-29.60 -16.80 
-36.00 -2.80 
-33.60 -5.20 
-36.00 -11.60 
-34.40 -16.00 
-36.00 -3.20 
-52.80 -19.20 
-36.00 -8.00 
-40.80 0.40 
-38.40 -6.80 
-34.40 -5.20 
-30.40 -2.00 
-45.60 -19.20 
-40.00 7.20 
-34.40 -14.00 
-34.40 -3.60 
-41.60 -7.60 
-30.40 -15.20 
-22.40 -9.60 
-50.40 -13.60 
-22.40 -4.00 
-44.00 -12.80 
-28.80 -0.80 
-32.80 -12.80 
-31.20 0.00 
-25.60 0.40 
-30.40 3.20 
-26.40 4.40 
-38.40 8.40 
-34.40 4.80 
-32.80 -11.60 
-45.60 1.20 
-27.20 -6.40 
-38.40 -10.00 
-44.00 -10.00 
