#L=%d, T=%.2f 
# E     M 
-24.80 -5.60 
-36.00 -14.40 
-40.80 -0.40 
-35.20 -3.60 
-36.80 -6.00 
-43.20 -2.80 
-32.80 4.00 
-26.40 -11.60 
-31.20 -4.40 
-35.20 -0.40 
-30.40 -13.20 
-31.20 -0.40 
-36.80 -14.80 
-31.20 3.60 
-36.80 -6.80 
-38.40 -16.80 
-41.60 -8.40 
-27.20 -13.20 
-31.20 7.20 
-39.20 13.20 
-44.00 -2.00 
-44.80 -10.80 
-32.80 -0.40 
-34.40 -12.80 
-35.20 -15.20 
-43.20 2.40 
-44.00 -10.40 
-40.80 -2.00 
-33.60 -9.20 
-26.40 -2.80 
-36.00 0.40 
-32.00 -15.60 
-41.60 -11.20 
-32.00 -13.20 
-37.60 -24.00 
-37.60 -8.80 
-40.80 -10.40 
-26.40 0.00 
-29.60 -21.20 
-45.60 -14.00 
-35.20 -9.60 
-45.60 -12.40 
-33.60 -18.40 
-30.40 -12.80 
-38.40 -6.00 
-33.60 -3.20 
-30.40 -4.80 
-34.40 -9.60 
-31.20 -14.40 
-33.60 -8.80 
-31.20 -15.60 
-43.20 -7.20 
-26.40 2.40 
-36.80 -14.00 
-47.20 -14.40 
-32.00 -4.00 
-34.40 2.80 
-32.00 4.80 
-32.80 -4.80 
-40.00 -14.80 
-33.60 -10.80 
-28.80 -4.40 
-36.00 -2.80 
-34.40 -0.40 
-34.40 -2.40 
-31.20 -6.40 
-39.20 -2.40 
-36.00 2.80 
-44.00 -7.60 
-32.80 1.60 
-34.40 -9.60 
-41.60 3.60 
-40.00 -5.20 
-31.20 -5.20 
-45.60 -16.00 
-34.40 20.00 
-41.60 -15.60 
-28.80 7.60 
-43.20 -10.00 
-31.20 -14.80 
-36.80 6.80 
-30.40 2.00 
-36.00 -4.00 
-31.20 2.80 
-28.00 -2.00 
-44.80 -18.40 
-34.40 -11.60 
-40.80 -8.00 
-31.20 -3.20 
-28.80 8.00 
-32.80 -4.00 
-32.00 -4.80 
-35.20 0.00 
-30.40 -12.40 
-29.60 -3.60 
-24.80 13.60 
-52.00 -10.40 
-29.60 4.80 
-32.80 -8.80 
-30.40 -13.60 
-42.40 -10.00 
-30.40 -2.00 
-28.00 1.20 
-32.80 -1.60 
-24.00 -12.40 
-20.80 -1.20 
-32.80 -8.80 
-33.60 3.20 
-32.00 0.40 
-48.00 -28.80 
-47.20 -28.40 
-44.80 -17.60 
-38.40 -13.20 
-34.40 -2.00 
-42.40 -7.20 
-31.20 -12.80 
-33.60 -7.20 
-40.00 -6.40 
-28.00 -9.60 
-24.00 -6.00 
-34.40 -1.20 
-26.40 -5.20 
-36.80 -6.80 
-34.40 -10.00 
-28.00 -10.40 
-24.80 -9.20 
-37.60 -5.20 
-26.40 -6.80 
-38.40 1.20 
-32.80 7.20 
-36.00 -1.20 
-35.20 3.60 
-34.40 2.00 
-48.00 -6.40 
-29.60 -6.00 
-36.80 4.40 
-32.80 1.20 
-44.80 -19.20 
-32.00 -1.20 
