#L=%d, T=%.2f 
# E     M 
-36.00 10.00 
-48.00 14.00 
-32.80 6.00 
-37.60 -8.40 
-28.00 -7.60 
-42.40 -19.60 
-36.00 -11.20 
-42.40 -2.80 
-35.20 14.40 
-32.00 -10.40 
-36.80 -11.20 
-37.60 -14.00 
-41.60 -7.60 
-44.00 -18.80 
-32.00 -4.80 
-31.20 0.80 
-42.40 -19.60 
-29.60 1.60 
-35.20 -20.80 
-38.40 0.40 
-23.20 -12.00 
-30.40 -7.60 
-40.80 -1.60 
-44.00 -14.00 
-36.80 -12.80 
-31.20 5.60 
-34.40 -8.40 
-43.20 -10.80 
-39.20 -4.80 
-33.60 14.40 
-38.40 -3.20 
-36.00 -16.00 
-39.20 -16.80 
-35.20 -10.80 
-36.00 3.20 
-35.20 -14.00 
-41.60 -19.20 
-37.60 -8.00 
-32.80 -6.80 
-29.60 -2.40 
-28.80 6.00 
-30.40 -9.20 
-38.40 8.00 
-40.00 -3.20 
-29.60 -10.00 
-38.40 10.40 
-37.60 -6.00 
-36.00 4.40 
-28.00 4.00 
-33.60 -14.80 
-39.20 -12.40 
-51.20 -25.20 
-34.40 -6.00 
-32.80 -14.40 
-44.80 -18.00 
-46.40 -8.00 
-36.80 -5.20 
-43.20 -10.80 
-20.00 -2.80 
-26.40 -4.00 
-28.80 -9.60 
-39.20 12.00 
-34.40 -4.00 
-36.00 -3.60 
-40.00 -8.40 
-38.40 -22.80 
-28.00 6.00 
-44.80 -0.80 
-40.00 -22.80 
-38.40 0.00 
-36.80 -5.60 
-44.80 -9.20 
-45.60 -18.40 
-28.00 3.20 
-33.60 4.80 
-34.40 -2.40 
-29.60 6.80 
-36.00 0.40 
-36.80 -3.60 
-40.00 5.60 
-33.60 -4.00 
-29.60 -15.60 
-36.80 -10.40 
-40.00 -2.80 
-32.00 -3.20 
-41.60 8.40 
-34.40 -6.40 
-48.00 -3.20 
-31.20 -14.80 
-34.40 -12.80 
-44.00 -0.80 
-58.40 -29.20 
-32.80 1.60 
-33.60 -17.20 
-39.20 7.60 
-39.20 -2.80 
-47.20 -3.20 
-40.80 -3.60 
-31.20 -1.60 
-42.40 4.40 
-39.20 0.40 
-30.40 -6.00 
-34.40 10.40 
-35.20 -5.20 
-40.00 -8.80 
-32.80 -3.20 
-32.80 -10.80 
-40.00 -7.60 
-40.80 -17.20 
-32.80 -11.60 
-30.40 1.60 
-30.40 -1.60 
-25.60 -7.20 
-37.60 -1.60 
-23.20 0.80 
-44.80 -20.00 
-27.20 -2.80 
-32.00 -5.20 
-37.60 -10.00 
-32.80 -7.20 
-44.00 -26.40 
-29.60 -10.00 
-44.00 -0.40 
-32.00 1.20 
-36.00 -3.20 
-31.20 4.40 
-36.00 -14.40 
-38.40 -12.00 
-44.80 -13.60 
-40.80 -8.40 
-25.60 -8.80 
-38.40 -2.40 
-39.20 -12.40 
-40.00 -19.60 
-39.20 -4.00 
-38.40 12.40 
-29.60 -1.60 
-33.60 2.80 
-32.80 6.80 
-38.40 -5.20 
-24.80 2.40 
-38.40 0.80 
-42.40 1.60 
-44.00 5.20 
-41.60 2.40 
-37.60 -11.20 
-33.60 -11.60 
-54.40 -38.00 
-36.00 -6.80 
-32.80 -16.40 
-29.60 1.20 
-36.80 -6.40 
-34.40 -10.40 
-30.40 -6.40 
-43.20 -10.00 
-33.60 -4.80 
-36.00 -13.20 
-38.40 -2.40 
-44.80 -7.20 
-47.20 -1.60 
-35.20 0.00 
-26.40 -3.20 
-34.40 0.00 
-31.20 -12.80 
-21.60 -1.60 
-41.60 2.80 
-35.20 3.20 
-40.00 2.80 
-44.00 11.60 
-22.40 -14.80 
-32.00 -17.60 
-36.80 -18.00 
-32.00 -6.80 
-32.80 -4.00 
-36.00 2.80 
-46.40 -18.40 
-36.00 -6.80 
