#L=%d, T=%.2f 
# E     M 
-142.40 -33.60 
-152.80 -59.60 
-171.20 -39.60 
-144.00 12.40 
-152.80 -52.40 
-124.80 -16.80 
-164.80 -17.20 
-142.40 -32.00 
-141.60 -33.60 
-152.00 -28.40 
-161.60 -34.80 
-158.40 -48.00 
-140.00 -47.60 
-132.80 -22.80 
-148.00 -45.20 
-140.00 -28.00 
-141.60 -40.40 
-141.60 -34.80 
-152.00 -43.20 
-128.80 -6.80 
-123.20 -4.80 
-134.40 -5.20 
-134.40 -19.20 
-155.20 -32.80 
-160.80 -35.20 
-143.20 -34.00 
-151.20 10.80 
-147.20 12.40 
-132.80 -0.80 
-146.40 -38.40 
-128.00 -30.80 
-161.60 -25.20 
-138.40 -27.60 
-141.60 -18.00 
-130.40 11.60 
-122.40 -16.00 
-130.40 -6.00 
-114.40 -1.20 
-178.40 -58.80 
-150.40 -39.60 
-147.20 -28.80 
-149.60 -29.60 
-140.80 -34.80 
-151.20 -34.80 
-159.20 -29.60 
-147.20 -32.00 
-166.40 -46.00 
-140.80 -21.20 
-150.40 -26.00 
-124.00 4.80 
-139.20 -18.40 
-126.40 -19.20 
-148.80 -26.40 
-153.60 -9.60 
-135.20 -6.00 
-159.20 -47.20 
-120.80 -3.20 
-151.20 -26.00 
-148.00 -20.40 
-136.00 -28.80 
-152.80 -18.80 
-153.60 -12.80 
-138.40 -23.60 
-116.80 -14.40 
-142.40 -36.40 
-173.60 -49.60 
-120.00 -16.80 
-160.00 -32.80 
-142.40 -12.80 
-165.60 -42.00 
-163.20 -25.60 
-156.00 -58.40 
-140.80 -36.40 
-145.60 -14.80 
-133.60 -18.80 
-132.80 8.40 
-162.40 -42.80 
-132.00 -10.80 
-137.60 -27.20 
-136.80 8.40 
-165.60 -15.20 
-152.00 -20.40 
-125.60 -3.20 
-153.60 -27.60 
-140.00 -25.60 
-136.80 -24.00 
-119.20 -5.60 
-136.00 -4.80 
-141.60 -45.20 
-164.80 -16.00 
-136.00 -10.00 
-148.80 27.60 
-145.60 -33.60 
-126.40 -0.40 
-176.80 -57.60 
-140.00 -8.40 
-144.00 -28.00 
-144.80 -25.20 
-152.00 -2.40 
-133.60 -24.80 
-138.40 -25.20 
-180.00 -18.40 
-151.20 9.60 
-133.60 -12.40 
-127.20 -23.60 
-148.00 14.40 
-154.40 -36.00 
-129.60 10.80 
-164.00 -46.00 
-148.80 -38.00 
-129.60 -32.00 
-144.00 -30.00 
-148.00 -13.20 
-136.00 -20.80 
-156.80 -10.80 
-122.40 -13.60 
-137.60 -15.60 
-161.60 -12.80 
-151.20 -25.60 
-145.60 -36.40 
-132.80 19.60 
-170.40 -27.20 
-121.60 -10.00 
-138.40 9.20 
-160.00 -46.40 
-169.60 -46.00 
-121.60 -5.20 
-159.20 -15.60 
-141.60 -34.40 
-135.20 -13.20 
-132.80 -18.00 
-141.60 -35.20 
-147.20 -30.00 
-145.60 -38.00 
-144.80 -36.00 
-147.20 -35.60 
-148.00 -42.40 
-132.00 -6.80 
-135.20 -8.80 
-142.40 -25.60 
-180.80 -62.80 
-133.60 -14.40 
-146.40 -42.00 
-174.40 -63.60 
-144.00 -38.80 
-140.00 -13.20 
-150.40 -28.40 
-134.40 -15.20 
-160.00 -26.80 
-119.20 -26.00 
-144.80 -4.80 
-128.80 -30.40 
-150.40 -31.60 
-135.20 -26.80 
-135.20 17.20 
-151.20 -52.80 
-157.60 -21.20 
-148.00 -19.60 
-164.00 -48.80 
-165.60 -4.00 
-143.20 -22.80 
-142.40 -10.00 
-156.80 -7.60 
-152.80 -5.60 
-165.60 -30.80 
-146.40 -18.00 
-146.40 11.20 
-140.80 -24.80 
-128.00 -17.60 
-154.40 -26.40 
-127.20 -32.40 
-154.40 -40.00 
-142.40 -14.00 
-154.40 3.20 
-137.60 -8.40 
-128.00 -32.40 
-128.00 19.60 
-154.40 -6.00 
-133.60 -11.20 
-136.80 -29.20 
-159.20 -49.20 
-167.20 -44.00 
-148.00 7.20 
-177.60 -34.40 
-153.60 -60.00 
-121.60 5.20 
-144.00 -1.60 
-152.80 -37.60 
-154.40 -43.20 
-145.60 2.80 
-111.20 8.00 
-161.60 -42.80 
-148.00 -49.20 
-156.80 -36.80 
-162.40 -73.60 
-157.60 -38.40 
-131.20 -28.00 
-140.80 -7.20 
-157.60 -29.20 
-137.60 -42.40 
-150.40 -1.60 
-175.20 -28.00 
-133.60 -10.00 
-146.40 -16.00 
-156.80 -38.80 
-137.60 -12.80 
-122.40 -23.20 
-169.60 -50.40 
-150.40 -0.40 
-161.60 -50.40 
-134.40 -7.20 
-161.60 -28.00 
-164.80 -7.60 
-147.20 -26.80 
-160.00 -37.60 
-132.80 5.60 
-152.80 -27.20 
-131.20 6.80 
-123.20 6.80 
-113.60 8.00 
-133.60 -26.40 
-160.00 -50.00 
-130.40 -25.20 
-135.20 -12.40 
-143.20 -10.40 
-127.20 -6.80 
-140.00 -44.40 
-157.60 -44.80 
-159.20 -39.60 
-140.80 -16.00 
-160.80 -41.60 
-166.40 -48.40 
-126.40 -18.00 
-167.20 -54.40 
-174.40 -19.20 
-142.40 -21.20 
-146.40 -10.00 
-154.40 -12.00 
-140.00 -42.80 
-146.40 -24.80 
-152.80 -33.60 
-135.20 -35.20 
-134.40 0.80 
-142.40 -9.60 
-138.40 -2.00 
-156.00 -19.20 
-146.40 14.40 
-173.60 -26.00 
-151.20 -14.00 
-165.60 -33.60 
-144.80 -41.20 
-142.40 -25.60 
-130.40 -12.40 
-137.60 -34.00 
-126.40 -4.40 
-144.00 -18.40 
-141.60 -14.00 
-148.80 -49.20 
-127.20 -12.80 
-148.80 -47.60 
-137.60 -15.60 
-172.80 -29.20 
-163.20 -28.80 
-131.20 -40.00 
-144.00 -20.40 
-159.20 -48.40 
-112.80 -14.80 
-162.40 -46.40 
-142.40 -14.80 
-164.00 -36.80 
-137.60 -22.40 
-138.40 -22.00 
-138.40 -10.80 
-168.80 -40.80 
-150.40 -25.20 
-157.60 -39.20 
-150.40 -10.40 
-130.40 -13.60 
-108.00 12.40 
-144.80 -26.40 
-160.80 -46.80 
-163.20 -48.00 
-130.40 -14.80 
-174.40 -26.00 
-134.40 -7.20 
-143.20 -32.40 
-165.60 -31.60 
-156.00 -23.20 
-142.40 -33.20 
-152.00 -26.00 
-151.20 -30.40 
-155.20 -49.20 
-140.80 -20.00 
-163.20 -36.00 
-144.00 -35.20 
-132.00 -0.80 
-145.60 -23.20 
-131.20 -27.20 
-163.20 -55.20 
-164.00 -44.00 
-125.60 -13.60 
-146.40 -23.60 
-140.80 12.00 
-136.80 -32.00 
-156.80 -25.60 
-164.80 -36.80 
-140.00 -5.60 
-152.00 -44.40 
-170.40 -54.80 
-107.20 14.00 
-166.40 -13.60 
-160.80 -33.60 
-160.00 -26.00 
-151.20 -36.00 
-160.80 -25.20 
-158.40 -37.20 
-154.40 -30.80 
-144.00 -22.00 
-151.20 -12.40 
-158.40 -15.60 
-136.00 -44.00 
-134.40 -34.00 
-140.00 -50.00 
-144.00 -8.00 
-160.80 -63.20 
-150.40 -12.00 
-132.00 -0.80 
-140.80 -23.20 
-142.40 -6.80 
-141.60 -25.60 
-154.40 -13.60 
-140.00 -17.20 
-150.40 -27.60 
-133.60 -27.20 
-124.80 6.00 
-160.80 -23.20 
-146.40 -28.40 
-145.60 -38.00 
