#L=%d, T=%.2f 
# E     M 
-32.00 -14.00 
-36.80 -5.20 
-29.60 2.80 
-35.20 -12.40 
-48.80 -15.60 
-36.00 -12.80 
-34.40 -17.20 
-37.60 -18.40 
-40.80 -0.80 
-26.40 -6.40 
-45.60 19.20 
-38.40 -6.80 
-23.20 -4.80 
-52.80 5.60 
-36.80 -3.20 
-40.80 12.00 
-38.40 -11.60 
-28.80 0.00 
-30.40 4.40 
-28.00 -14.00 
-25.60 -7.20 
-27.20 2.40 
-42.40 -26.80 
-45.60 10.40 
-34.40 -6.40 
-32.00 10.80 
-47.20 -13.60 
-29.60 14.40 
-40.80 -2.00 
-33.60 12.00 
-25.60 -12.00 
-37.60 -1.20 
-36.00 -4.80 
-53.60 8.80 
-44.80 10.00 
-32.80 -3.20 
-28.80 -8.00 
-47.20 -1.20 
-44.80 -17.60 
-35.20 -12.80 
-34.40 -4.80 
-28.80 -5.20 
-39.20 -1.20 
-31.20 -9.60 
-41.60 -3.60 
-27.20 -7.20 
-36.00 -9.60 
-26.40 -9.60 
-31.20 -3.60 
-39.20 -3.60 
-43.20 3.20 
-39.20 -6.80 
-29.60 -10.80 
-28.80 0.80 
-36.80 -9.60 
-33.60 -3.60 
-27.20 2.40 
-32.80 -5.60 
-39.20 -2.40 
-31.20 3.60 
-29.60 3.60 
-34.40 5.20 
-34.40 5.60 
-32.00 7.60 
-28.80 3.20 
-25.60 -8.00 
-40.80 0.00 
-43.20 -6.00 
-32.00 -10.40 
-48.80 -3.60 
-25.60 7.20 
-31.20 -3.20 
-46.40 -29.60 
-36.00 -14.00 
-30.40 -4.00 
-44.80 14.80 
-25.60 -7.60 
-25.60 2.00 
-27.20 -6.00 
-35.20 -13.60 
-47.20 -24.40 
-35.20 15.60 
-27.20 6.00 
-32.00 1.60 
-39.20 -1.60 
-39.20 -6.00 
-36.80 18.00 
-24.00 0.40 
-40.00 -7.60 
-44.80 -18.00 
-32.80 -4.00 
-32.00 -3.60 
-30.40 -5.60 
-39.20 0.00 
-30.40 -10.00 
-28.80 -13.60 
-51.20 -12.80 
-40.00 -0.40 
-40.80 -20.00 
-43.20 -14.80 
-34.40 -2.00 
-48.80 -11.60 
-33.60 9.60 
-45.60 -6.80 
-32.00 -2.80 
-32.80 -4.80 
-36.00 -6.80 
-32.00 -2.80 
-37.60 -4.80 
-31.20 -13.20 
-42.40 -16.40 
-38.40 -16.40 
-28.80 -5.60 
-48.00 -22.80 
-48.80 -13.20 
-37.60 1.60 
-28.80 -12.00 
-32.00 1.20 
-40.80 -6.40 
-35.20 -8.40 
-39.20 -20.80 
-32.00 6.00 
-35.20 -11.20 
-31.20 7.60 
-40.00 -18.80 
-50.40 -9.20 
-39.20 -6.40 
-32.80 4.80 
-32.80 19.60 
-36.80 -0.40 
-36.80 -13.20 
-43.20 -2.40 
-43.20 -9.20 
-36.00 -1.20 
-28.80 -9.60 
-42.40 -18.80 
-40.00 -4.40 
-32.00 -0.80 
-35.20 -9.20 
-29.60 -12.40 
-32.80 -8.40 
-40.00 -5.60 
-46.40 4.80 
-34.40 11.60 
-32.80 -1.20 
-30.40 1.60 
-30.40 -3.60 
-32.00 -6.40 
-39.20 2.80 
-43.20 -6.40 
-38.40 9.20 
-40.00 5.60 
-26.40 3.60 
