#L=%d, T=%.2f 
# E     M 
-32.00 -8.00 
-33.60 -3.60 
-45.60 -13.20 
-41.60 -10.80 
-25.60 -2.40 
-41.60 -2.80 
-28.00 2.00 
-40.00 -17.20 
-52.00 2.00 
-36.80 12.40 
-40.00 -0.40 
-37.60 -11.60 
-37.60 -4.80 
-43.20 -5.60 
-36.80 -4.00 
-33.60 -13.60 
-29.60 0.80 
-33.60 -10.00 
-51.20 -21.60 
-32.00 -6.80 
-33.60 -6.40 
-28.80 -8.00 
-36.80 -7.20 
-34.40 -4.00 
-35.20 -8.40 
-48.00 1.20 
-27.20 -0.40 
-39.20 -4.80 
-29.60 -5.60 
-32.80 -10.80 
-40.00 2.00 
-40.80 -8.00 
-34.40 -7.20 
-39.20 -2.00 
-27.20 3.60 
-36.80 -8.80 
-34.40 -4.00 
-42.40 -16.00 
-31.20 16.80 
-32.00 -4.80 
-39.20 -13.60 
-29.60 -11.20 
-26.40 -12.40 
-37.60 4.80 
-38.40 20.80 
-32.00 10.00 
-27.20 -9.60 
-35.20 5.20 
-45.60 -24.80 
-41.60 -14.80 
-35.20 -0.80 
-29.60 1.60 
-39.20 -11.20 
-39.20 -13.20 
-36.80 4.80 
-27.20 -11.20 
-39.20 -5.60 
-38.40 -4.80 
-28.80 -10.40 
-40.80 -14.40 
-49.60 -18.00 
-40.00 -14.00 
-28.00 -0.80 
-33.60 -12.40 
-41.60 -17.60 
-38.40 -5.20 
-29.60 -19.20 
-34.40 -6.40 
-37.60 -9.20 
-44.00 -18.80 
-24.80 -14.40 
-28.00 -1.20 
-23.20 -0.40 
-47.20 -9.20 
-34.40 -2.00 
-43.20 -10.40 
-33.60 -12.80 
-36.80 -24.00 
-40.00 -16.40 
-38.40 -5.60 
-31.20 -4.00 
-36.00 -1.60 
-34.40 -9.60 
-37.60 -18.00 
-46.40 -23.20 
-35.20 -2.80 
-46.40 0.80 
-34.40 1.20 
-40.80 1.60 
-26.40 2.40 
-40.80 12.00 
-36.00 0.40 
-32.80 -6.80 
-32.00 -4.80 
-44.80 -24.80 
-44.80 9.20 
-36.00 -4.40 
-36.80 1.20 
-44.00 -8.80 
-28.00 -1.60 
-32.80 6.40 
-41.60 -0.80 
-32.80 -13.60 
-37.60 9.60 
-28.80 0.80 
-39.20 4.80 
-30.40 -0.80 
-35.20 5.20 
-36.80 -10.80 
-21.60 3.20 
-36.80 -14.00 
-28.80 -4.40 
-29.60 6.80 
-33.60 -2.80 
-30.40 2.80 
-33.60 0.80 
-28.80 2.40 
-36.80 -4.40 
-40.00 -1.60 
-36.00 3.20 
-29.60 -11.60 
-30.40 -8.40 
-42.40 -25.60 
-28.80 -5.20 
-36.00 -0.40 
-31.20 3.60 
-40.00 -7.20 
-48.80 -22.80 
-28.80 -3.60 
-44.80 -7.20 
-33.60 -14.40 
-26.40 -5.20 
-30.40 2.00 
-36.00 -3.60 
-32.80 -0.80 
-49.60 -20.00 
-36.00 -6.40 
-48.80 4.00 
-30.40 -5.60 
-25.60 -8.40 
-37.60 9.20 
-27.20 3.60 
-44.80 8.40 
-43.20 -10.80 
-52.80 -21.20 
-40.00 -11.20 
-33.60 -16.00 
