#L=%d, T=%.2f 
# E     M 
-140.00 -34.40 
-140.00 25.60 
-129.60 -6.00 
-123.20 16.00 
-164.00 -26.00 
-144.80 -34.80 
-156.00 -36.80 
-159.20 -14.00 
-157.60 -32.00 
-162.40 -27.60 
-139.20 -30.00 
-128.80 10.80 
-117.60 -16.80 
-160.00 -34.80 
-159.20 -41.60 
-120.80 -5.20 
-166.40 -50.80 
-152.00 -22.80 
-130.40 -16.40 
-132.00 -10.40 
-149.60 -18.80 
-163.20 -46.00 
-144.00 -23.20 
-151.20 -33.20 
-164.80 -51.60 
-149.60 -32.40 
-116.00 12.40 
-161.60 -39.60 
-136.80 -12.80 
-171.20 -48.00 
-134.40 -7.60 
-143.20 -4.80 
-160.00 -44.80 
-154.40 -44.40 
-132.80 -13.20 
-154.40 -30.80 
-168.00 -35.20 
-140.80 -17.20 
-136.00 -26.40 
-143.20 1.60 
-143.20 -28.00 
-149.60 -27.20 
-131.20 -34.80 
-156.80 -30.40 
-140.00 -28.40 
-142.40 -24.40 
-154.40 -22.40 
-156.00 -12.80 
-161.60 -36.80 
-133.60 -25.20 
-137.60 -20.80 
-105.60 5.20 
-147.20 -40.80 
-121.60 -16.40 
-168.00 -24.80 
-138.40 -1.60 
-137.60 -27.20 
-137.60 -20.40 
-165.60 -39.20 
-168.00 -30.40 
-147.20 -36.00 
-156.00 -25.60 
-159.20 -42.40 
-163.20 -36.00 
-120.00 16.80 
-135.20 -28.00 
-142.40 -6.00 
-160.00 -17.20 
-173.60 -48.80 
-149.60 -10.40 
-133.60 -3.60 
-156.80 -30.00 
-140.80 -11.20 
-128.80 -24.40 
-129.60 -6.40 
-143.20 -16.80 
-130.40 -35.20 
-140.00 -17.60 
-171.20 -50.40 
-150.40 -42.80 
-134.40 -17.60 
-149.60 -38.40 
-156.00 -48.80 
-151.20 4.40 
-138.40 -8.40 
-128.80 -25.60 
-178.40 -69.20 
-130.40 5.60 
-151.20 -31.20 
-124.00 -13.20 
-136.00 -1.60 
-132.80 -14.80 
-167.20 -22.40 
-162.40 -70.00 
-149.60 -28.00 
-143.20 -13.20 
-142.40 -18.00 
-143.20 -5.20 
-137.60 -32.80 
-142.40 -28.80 
-152.80 9.20 
-148.80 -20.00 
-137.60 -28.80 
-153.60 -24.00 
-118.40 1.20 
-136.80 -36.00 
-137.60 -43.20 
-140.80 -36.00 
-131.20 -11.60 
-164.00 -15.20 
-133.60 -41.20 
-128.00 -22.40 
-160.00 -38.00 
-129.60 -12.80 
-160.80 -47.20 
-122.40 -6.00 
-153.60 -7.20 
-141.60 1.60 
-137.60 -17.20 
-145.60 -20.40 
-144.80 -0.40 
-147.20 -22.80 
-154.40 -22.00 
-136.80 -9.60 
-148.00 -22.80 
-166.40 -25.20 
-163.20 -4.40 
-146.40 -33.60 
-167.20 -49.20 
-160.00 -23.20 
-172.00 -11.20 
-142.40 -18.80 
-137.60 -36.80 
-123.20 3.20 
-145.60 6.00 
-142.40 -44.40 
-184.80 -62.80 
-126.40 -31.20 
-142.40 20.80 
-136.00 -12.00 
-172.00 -40.80 
-134.40 -13.60 
-125.60 7.60 
-128.80 -10.00 
-148.80 -31.60 
-119.20 -8.80 
-155.20 -25.20 
-138.40 -40.40 
-144.00 -28.00 
-140.00 -26.80 
-163.20 -35.60 
-140.00 -4.80 
-125.60 11.60 
-170.40 -30.00 
-148.00 -38.00 
-160.80 -30.00 
-142.40 -6.40 
-130.40 16.00 
-152.00 -17.20 
-147.20 3.60 
-146.40 -1.60 
-167.20 -26.40 
-135.20 -44.40 
-142.40 -41.60 
